a,b,count_a,count_b,family_obs_a,family_obs_b,family_cosine,shared_families
ar,ckhy,449,38,400,29,0.11649152173660753,12
cthy,sal,100,48,71,42,0.11647740981969049,7
shcthy,air,30,95,36,76,0.11633501014942217,5
cho,kal,77,30,58,27,0.11620402679752966,6
am,ches,115,44,39,45,0.11605177063713189,6
r,daly,196,33,180,25,0.11604546878430562,6
sho,d,118,53,124,32,0.11602387022306425,6
ckhy,chl,38,33,29,30,0.11595420713048968,3
chody,chos,80,42,87,44,0.1149974061988677,7
ckhey,sol,32,63,32,76,0.11493915422653815,2
ckhey,air,32,95,32,76,0.11470786693528086,7
d,chckhy,53,141,32,156,0.1146721602054087,6
sar,daly,77,33,49,25,0.11428011702929944,4
qoty,o,84,114,72,86,0.11339099484476993,11
kol,key,35,33,32,36,0.11306675421666137,4
kchy,chedy,36,341,35,408,0.11298142209312893,12
chey,sar,510,77,581,49,0.11283358042527657,15
shey,kchy,344,36,382,35,0.11210306322237563,15
qo,sal,51,48,56,42,0.11197850219117085,8
s,shor,328,91,285,87,0.11188529980754952,16
cthy,lor,100,38,71,42,0.11175975124542249,5
chcthy,ches,84,44,88,45,0.11169437554445212,13
cho,shedy,77,255,58,298,0.11168402281619043,11
or,shey,390,344,407,382,0.11152980706600527,45
kol,air,35,95,32,76,0.11152722702739924,5
sho,lor,118,38,124,42,0.11134171734789262,7
kal,chos,30,42,27,44,0.1111492346706859,5
sho,oly,118,65,124,37,0.11094003924504582,7
kol,o,35,114,32,86,0.11084954379348298,5
shody,chos,50,42,44,44,0.11026356928399426,4
r,shey,196,344,180,382,0.1101739704443777,34
ar,kchy,449,36,400,35,0.11010016073854717,13
kchy,key,36,33,35,36,0.10994987428338562,3
chcthy,sol,84,63,88,76,0.10987021007226223,6
r,kchy,196,36,180,35,0.10944625665220754,5
kchy,cheo,36,75,35,58,0.10933043344278386,4
tar,daly,43,33,36,25,0.10890171046725802,3
chody,sar,80,77,87,49,0.1087777501232171,6
chos,qol,42,147,44,143,0.10869670052490935,7
chcthy,dor,84,63,88,69,0.1076701388453634,11
sheo,ches,46,44,35,45,0.10753037847273492,7
kol,chl,35,33,32,30,0.10718661571406804,2
dol,cthey,97,47,91,47,0.10710955430182839,8
r,kol,196,35,180,32,0.10681720503294993,9
am,o,115,114,39,86,0.10628941821109952,6
ckhy,sor,38,43,29,47,0.10583005244258363,4
o,chedy,114,341,86,408,0.10554869114295196,18
d,ckhy,53,38,32,29,0.10540925533894598,2
s,kol,328,35,285,32,0.10489472187445262,16
d,chy,53,197,32,151,0.10470271460030457,6
r,shckhy,196,55,180,67,0.10405145782011137,12
shey,cheo,344,75,382,58,0.10396909668402295,17
cthy,cho,100,77,71,58,0.10362596355540252,7
cho,ody,77,38,58,29,0.10360237735649559,3
chcthy,cheo,84,75,88,58,0.10335158140573195,7
chy,sar,197,77,151,49,0.10282469637043275,9
shey,o,344,114,382,86,0.10250780236287074,21
chody,ches,80,44,87,45,0.10235611910217725,8
ar,ckhey,449,32,400,32,0.10210493298462797,17
cthol,qol,55,147,40,143,0.10193200523007653,6
or,chedy,390,341,407,408,0.10158775625688876,46
ckhey,sor,32,43,32,47,0.10119288512538811,3
r,shedy,196,255,180,298,0.10109802794797361,26
shody,lor,50,38,44,42,0.10101525445522108,3
chor,sal,215,48,199,42,0.10072423865532351,10
s,cthy,328,100,285,71,0.10069015510135006,14
shor,tar,91,43,87,36,0.10065923990425821,6
tar,shedy,43,255,36,298,0.10047911585912213,9
shody,cheo,50,75,44,58,0.10016038502687546,7
dair,sheo,93,46,76,35,0.10003126465607108,7
ody,l,38,156,29,144,0.09966604027849266,9
shey,chl,344,33,382,30,0.09965630656729256,11
chy,am,197,115,151,39,0.09904712793080243,6
chcthy,air,84,95,88,76,0.09868421052631579,10
sal,cheo,48,75,42,58,0.09841833239736952,6
shar,daly,34,33,24,25,0.09837387536759293,2
sor,sheo,43,46,47,35,0.09778024140774097,6
ody,sol,38,63,29,76,0.09760722349103469,3
or,shy,390,94,407,82,0.0975984188971124,27
shody,air,50,95,44,76,0.09754987157146351,7
ody,tar,38,43,29,36,0.09709195467257718,3
ckhey,chl,32,33,32,30,0.09701425001453319,3
sheo,chos,46,42,35,44,0.0966485616720421,6
sor,shcthy,43,30,47,36,0.09621404708847278,6
shckhy,lor,55,38,67,42,0.09609277669950918,4
cthol,kal,55,30,40,27,0.09600307214746387,4
ckhy,air,38,95,29,76,0.09597148699373932,4
cthy,air,100,95,71,76,0.0959340200834714,7
o,air,114,95,86,76,0.09590490947133604,6
cthy,r,100,196,71,180,0.09552421666311983,10
shy,chos,94,42,82,44,0.09549105211188456,6
sal,chos,48,42,42,44,0.09480257123538015,5
shody,dol,50,97,44,91,0.09472823560945187,6
kol,cho,35,77,32,58,0.09435367655300861,4
cheo,daly,75,33,58,25,0.09423390576651827,2
d,air,53,95,32,76,0.09393691336511298,6
dor,sheo,63,46,69,35,0.09329054978315802,6
qoty,chos,84,42,72,44,0.09326053460359635,3
oly,sheo,65,46,37,35,0.09312403943594377,3
ckhy,cthey,38,47,29,47,0.09287269204251442,4
chl,daly,33,33,30,25,0.09240616554505461,2
ol,shcthy,588,30,628,36,0.09222818838973548,14
chcthy,chos,84,42,88,44,0.09202524119391,5
chos,air,42,95,44,76,0.09202524119391,3
chcthy,lor,84,38,88,42,0.09197090092274487,4
ckhy,qol,38,147,29,143,0.09161165453548854,5
shar,shedy,34,255,24,298,0.09139583279278747,8
or,cthey,390,47,407,47,0.09129966213285352,18
shckhy,o,55,114,67,86,0.09109372399069947,8
s,qoty,328,84,285,72,0.09097143945131467,13
ody,air,38,95,29,76,0.09091675835657295,5
ody,lor,38,38,29,42,0.09078412990032037,2
kchy,chos,36,42,35,44,0.090268950789772,1
shar,chedy,34,341,24,408,0.09026486465026878,11
sal,chl,48,33,42,30,0.090075469822209,2
r,kal,196,30,180,27,0.08984165325236564,10
or,chcthy,390,84,407,88,0.08956345661475831,35
cthy,sar,100,77,71,49,0.08936749392343686,5
shar,air,34,95,24,76,0.08885233166386386,3
or,ckhy,390,38,407,29,0.08879274321127321,7
char,daly,79,33,74,25,0.0885807893036239,3
or,kal,390,30,407,27,0.08857117383698491,9
o,daly,114,33,86,25,0.08848518130026098,4
shckhy,sar,55,77,67,49,0.08823682071944682,9
ckhey,d,32,53,32,32,0.08819171036881969,2
kchy,shedy,36,255,35,298,0.08812682814481593,8
tar,chedy,43,341,36,408,0.08793389855309397,14
ches,shckhy,44,55,45,67,0.08752515127148622,9
chcthy,daly,84,33,88,25,0.08740748201220974,6
kal,shcthy,30,30,27,36,0.08586775814821836,2
shar,sheo,34,46,24,35,0.08553989227683016,3
qoty,ches,84,44,72,45,0.08489527199560179,6
air,lor,95,38,76,42,0.08430665917918279,3
am,sheo,115,46,39,35,0.08423386302853227,3
or,shedy,390,255,407,298,0.0842007260267444,34
cthol,am,55,115,40,39,0.08408749651825216,5
cthy,o,100,114,71,86,0.08376328155103646,6
r,shy,196,94,180,82,0.08361728133160326,13
chcthy,chl,84,33,88,30,0.08346223261119859,6
am,chos,115,42,39,44,0.0834460874843213,4
or,ckhey,390,32,407,32,0.083385992632954,15
sho,tar,118,43,124,36,0.08272781516947568,6
cthey,dor,47,63,47,69,0.08205246754853726,7
ckhy,tar,38,43,29,36,0.08199200616907877,3
cthol,sal,55,48,40,42,0.08188394740675294,4
shey,d,344,53,382,32,0.08182638399197124,10
or,shody,390,50,407,44,0.08165753351937947,13
tol,ody,42,38,46,29,0.08087693101032829,3
cthol,key,55,33,40,36,0.08058229640253804,5
ain,sheo,149,46,105,35,0.08048235232885186,6
sheo,chl,46,33,35,30,0.08035073760083704,2
ckhey,dol,32,97,32,91,0.08020075313873368,4
r,cthey,196,47,180,47,0.08016179563648097,10
o,shedy,114,255,86,298,0.07994075939368901,8
ar,sheo,449,46,400,35,0.07944175241980331,11
shody,o,50,114,44,86,0.07900209797245851,6
shcthy,l,30,156,36,144,0.07876877135799801,7
kchy,am,36,115,35,39,0.07867372576486599,2
kchy,daly,36,33,35,25,0.07859437755933692,3
s,sal,328,48,285,42,0.07824860707271966,11
kal,ches,30,44,27,45,0.07728981596002805,4
sheo,o,46,114,35,86,0.0769412900349512,5
qo,shcthy,51,30,56,36,0.07644707871564384,6
shy,cheo,94,75,82,58,0.07517591283462406,5
sho,ches,118,44,124,45,0.0747264717757073,10
dor,ody,63,38,69,29,0.07439655196673148,4
ckhey,cheo,32,75,32,58,0.07419985160044519,2
d,cthey,53,47,32,47,0.07342230982143523,4
qoty,sar,84,77,72,49,0.073223199469733,6
kchy,she,36,41,35,34,0.07293249574894727,3
cho,ckhy,77,38,58,29,0.07290826165764891,3
kal,air,30,95,27,76,0.07283956834350812,3
tol,shcthy,42,30,46,36,0.07244179326244428,3
shody,r,50,196,44,180,0.07241468982855873,8
cthol,air,55,95,40,76,0.07225916412700999,4
cthey,cheo,47,75,47,58,0.07206926684851944,3
shody,daly,50,33,44,25,0.0720023041105979,3
char,kchy,79,36,74,35,0.07194017065667525,4
chcthy,o,84,114,88,86,0.07192868210350203,11
kol,sar,35,77,32,49,0.071582035834775,5
shey,sar,344,77,382,49,0.07156247064627014,12
s,kchy,328,36,285,35,0.07095869084934979,10
am,cheo,115,75,39,58,0.0707467826285992,2
s,shey,328,344,285,382,0.07044263023514803,32
d,sal,53,48,32,42,0.07018624063435965,3
dor,key,63,33,69,36,0.07004203783783974,4
kchy,shcthy,36,30,35,36,0.06973680437544065,4
cheo,shckhy,75,55,58,67,0.06929422916050526,5
shody,ches,50,44,44,45,0.06900655593423542,5
ody,ches,38,44,29,45,0.0689081858828936,5
kal,sar,30,77,27,49,0.06856807021757967,4
qo,ody,51,38,56,29,0.0682788741998919,4
chl,chedy,33,341,30,408,0.06783126105061384,10
d,shor,53,91,32,87,0.06778510444259911,4
shar,shckhy,34,55,24,67,0.06751595780557779,4
ody,qol,38,147,29,143,0.06750065327000643,4
ckhey,l,32,156,32,144,0.06731144850020472,8
r,ckhy,196,38,180,29,0.06693710403607074,7
oty,daly,114,33,79,25,0.065857564170497,4
shar,shcthy,34,30,24,36,0.06546536707079771,1
kchy,oly,36,65,35,37,0.06523280730534421,3
shody,tar,50,43,44,36,0.06482037235521643,2
cthol,shedy,55,255,40,298,0.06458817923045304,7
d,shedy,53,255,32,298,0.06458817923045303,5
kal,daly,30,33,27,25,0.06451612903225806,1
daly,shcthy,33,30,25,36,0.06440081861116377,3
dol,key,97,33,91,36,0.06412071758039059,5
s,chedy,328,341,285,408,0.06353483438105792,30
d,chedy,53,341,32,408,0.06313079973110217,9
sal,ody,48,38,42,29,0.06307757002967702,2
cheo,shcthy,75,30,58,36,0.06271032028034078,4
shy,air,94,95,82,76,0.06257827179021985,5
ckhey,r,32,196,32,180,0.06189871494829451,7
shey,chos,344,42,382,44,0.06186835995810815,13
d,shy,53,94,32,82,0.06185895741317418,3
chl,shcthy,33,30,30,36,0.061494004626809075,2
d,am,53,115,32,39,0.06006249751303726,3
cho,shor,77,91,58,87,0.05967159112288674,7
kchy,sal,36,48,35,42,0.05745903513810687,2
s,shy,328,94,285,82,0.057236059460450295,14
sheo,tar,46,43,35,36,0.056816551430892766,3
chcthy,sar,84,77,88,49,0.05677046017157959,6
s,ckhey,328,32,285,32,0.056757527695939176,6
dol,ody,97,38,91,29,0.05675591931255517,2
tar,shckhy,43,55,36,67,0.05605606616635936,3
chos,daly,42,33,44,25,0.05557461733534295,2
sho,sar,118,77,124,49,0.05524498818920061,5
ody,o,38,114,29,86,0.05522263537089161,5
or,ody,390,38,407,29,0.05493297130335667,13
shor,o,91,114,87,86,0.05452532107015683,7
chos,chedy,42,341,44,408,0.0543931436324433,8
r,chcthy,196,84,180,88,0.05409729186860075,15
chl,shedy,33,255,30,298,0.053287098143710535,8
ckhy,sheo,38,46,29,35,0.05279636773484547,2
ches,shcthy,44,30,45,36,0.05143444998736396,5
ody,sar,38,77,29,49,0.05094355219480938,3
shcthy,qol,30,147,36,143,0.0503838394560381,6
shar,cthey,34,47,24,47,0.05015698625755192,2
chos,shedy,42,255,44,298,0.04985206222852867,9
ody,chos,38,42,29,44,0.049547873987628825,2
cthol,shckhy,55,55,40,67,0.049416621110740085,3
s,ckhy,328,38,285,29,0.04933688792529142,5
am,shcthy,115,30,39,36,0.04834937784152281,1
d,daly,53,33,32,25,0.04800153607373192,3
ckhy,lor,38,38,29,42,0.04791574237499549,3
chos,shckhy,42,55,44,67,0.04767746397421859,5
shody,d,50,53,44,32,0.04761904761904762,2
dor,shcthy,63,30,69,36,0.04759806544238717,4
shor,chl,91,33,87,30,0.047451220750256345,3
sar,chedy,77,341,49,408,0.04718697586929829,14
sal,shcthy,48,30,42,36,0.04708236154307584,3
kchy,ody,36,38,35,29,0.04671418358670517,2
shor,cheo,91,75,87,58,0.04666157193639651,3
d,chody,53,80,32,87,0.046352533880859,2
shody,chl,50,33,44,30,0.045834924851410566,2
sal,o,48,114,42,86,0.045283025447799524,6
shcthy,lor,30,38,36,42,0.04517539514526256,2
sar,shedy,77,255,49,298,0.04393397905212188,9
she,sal,41,48,34,42,0.04376881095324085,2
tar,shcthy,43,30,36,36,0.043482827673933626,1
cheo,chedy,75,341,58,408,0.04323307746948367,6
ckhy,sar,38,77,29,49,0.043020701971832345,2
s,ody,328,38,285,29,0.04284349674995851,10
ckhey,qol,32,147,32,143,0.042582116285829114,3
cthey,chos,47,42,47,44,0.042502981216430265,3
cheo,shedy,75,255,58,298,0.041402732159404904,9
kchy,shckhy,36,55,35,67,0.04045566970313674,1
ckhey,lor,32,38,32,42,0.04008918628686365,2
sheo,sar,46,77,35,49,0.03974839402653091,3
s,shody,328,50,285,44,0.039004234627095034,8
cho,daly,77,33,58,25,0.03873467559917655,2
cho,shcthy,77,30,58,36,0.03866544466698503,3
ckhey,am,32,115,32,39,0.038138503569823685,1
sheo,air,46,95,35,76,0.038002094395360494,3
kchy,ches,36,44,35,45,0.037662178857735464,3
s,shedy,328,255,285,298,0.037368318703148266,27
chos,shcthy,42,30,44,36,0.03698352545411534,1
or,sheo,390,46,407,35,0.036833769678892105,9
ody,cheo,38,75,29,58,0.036006337673194805,2
o,shcthy,114,30,86,36,0.035330812286303095,5
sheo,cheo,46,75,35,58,0.03511715505756132,3
s,kal,328,30,285,27,0.034948912608975057,8
s,chcthy,328,84,285,88,0.03452556404670391,18
dol,shcthy,97,30,91,36,0.0338910038738161,4
or,shcthy,390,30,407,36,0.03331499432583722,12
d,shckhy,53,55,32,67,0.032944414073826714,3
sol,shcthy,63,30,76,36,0.03238043840981863,2
d,kal,53,30,32,27,0.03200102404915463,2
sar,shcthy,77,30,49,36,0.03042023009568812,2
s,cthey,328,47,285,47,0.030069700490954508,10
shy,sar,94,77,82,49,0.029454261137099445,3
r,sheo,196,46,180,35,0.02929529808776606,4
ckhy,ches,38,44,29,45,0.029095718698132315,2
cho,am,77,115,58,39,0.029080336345115258,2
d,chcthy,53,84,32,88,0.028903665650804,4
s,sheo,328,46,285,35,0.0284900927258997,6
ody,chl,38,33,29,30,0.02746175181905449,1
kal,cheo,30,75,27,58,0.02692397307614808,2
s,shcthy,328,30,285,36,0.026164836010960695,9
shody,sar,50,77,44,49,0.025508138394428843,2
ckhy,o,38,114,29,86,0.02498265695247391,2
d,shcthy,53,30,32,36,0.021295885499997995,2
kchy,sar,36,77,35,49,0.018562334308340332,1
ckhey,sar,32,77,32,49,0.017996850826633902,1
ckhey,tar,32,43,32,36,0.017149858514250882,1
r,shcthy,196,30,180,36,0.014946846371651069,3
kar,shcthy,58,30,47,36,0.014602041508114226,1
d,ody,53,38,32,29,0.014265349750363766,1
r,ody,196,38,180,29,0.010012356197002381,2
cthey,sar,47,77,47,49,0.008740043387431076,1
ckhy,daly,38,33,29,25,0.0,0
d,sheo,53,46,32,35,0.0,0
